add,198738,0,164026
add,198739,2,198740
add,65165,3,198741
add,23565,2,198742
add,198743,1,198744
add,198745,3,166269
add,193840,7,198746
add,198747,3,198748
add,198749,0,198750
add,26927,1,198751
add,41084,4,198752
add,198753,0,198754
add,87738,4,169783
add,25221,2,198755
add,198756,0,198757
add,163756,5,198758
add,1224,3,198759
add,198760,0,198761
add,193835,1,198762
add,198763,3,198764
add,198765,0,193659
add,193483,1,198766
add,198767,11,198768
add,193490,4,198769
add,198770,0,193713
add,198771,2,198772
add,198773,5,198774
add,198775,0,24681
add,198776,7,198777
add,198778,4,198779
add,70910,2,198780
add,198781,0,198782
add,198783,2,198784
add,198785,0,198786
add,198787,0,8831
add,198788,0,198789
add,198790,6,170287
add,198791,3,198792
add,1224,5,198793
add,198794,3,198795
add,4745,3,198796
add,198797,0,198798
add,115849,2,198799
add,198800,1,198801
add,198802,2,198740
add,198803,0,198804
add,198805,0,198806
add,198807,6,170076
add,198808,1,189727
add,198809,0,198810
add,198811,0,198812
add,198813,2,198814
add,198815,1,198816
add,198817,0,198818
add,198819,0,198820
add,198821,1,198822
add,198823,1,198824
add,198825,2,85361
add,165718,3,198826
add,198827,0,198828
add,198829,7,198830
add,185416,6,198831
add,198832,2,167217
add,198833,0,198834
add,198835,5,198836
add,198837,0,196108
add,13898,9,198838
add,198839,3,198840
add,198841,0,198842
add,198843,2,190693
add,198844,4,198845
add,198846,0,198847
add,198848,3,198849
add,198850,0,186044
add,198851,2,198852
add,198853,0,198854
add,180159,2,198855
add,198856,4,198857
add,198858,4,198859
add,198860,7,198861
add,86397,1,198862
add,198863,1,198864
add,198865,3,198866
add,198867,0,198868
add,198869,1,198870
add,198871,0,198872
add,198873,0,125452
add,198874,0,198875
add,198876,4,198877
add,198878,2,198879
add,198880,2,198881
add,24759,6,198882
add,198883,0,198884
add,198885,9,198886
add,198887,5,198888
add,198889,0,198890
add,198891,2,198892
add,198893,0,198750
add,198894,0,198895
add,198757,1,198896
add,198897,0,198898
add,198899,0,198900
add,198901,3,198902
add,198903,5,198904
add,198905,2,181068
add,198906,1,198907
add,198908,0,198909
add,198910,5,198911
add,25360,9,198912
add,198913,2,198914
add,198915,0,198916
add,198917,0,198918
add,198919,0,198920
add,198921,2,198922
add,198923,5,163688
add,198924,0,182989
add,17194,6,198925
add,198926,4,198927
add,198928,5,174273
add,198929,2,198930
add,198931,1,198932
add,198933,0,198934
add,198935,11,198936
add,8957,2,198937
add,198938,0,198939
add,198940,0,198941
add,198942,0,198943
add,47716,8,198944
add,198945,3,198946
add,198947,4,198948
add,198949,6,198950
add,198951,2,197053
add,198952,7,198953
add,198954,2,198955
add,198956,0,198957
add,198958,0,198959
add,198960,2,198961
add,198962,9,198963
add,198964,2,198965
add,198966,0,198967
add,198968,1,198969
add,198970,11,198971
add,198972,0,198973
add,198974,9,198975
add,198976,0,198741
add,198977,5,198978
add,198979,3,198980
add,198981,1,198744
add,198982,0,198983
add,198984,0,198985
add,198986,10,198987
add,198988,1,198989
add,198990,2,198991
add,198992,4,198993
add,198994,0,165114
add,198995,5,198996
add,198997,0,198998
add,198999,3,199000
add,25221,3,199001
add,199002,5,199003
add,199004,0,173621
add,199005,5,199006
add,199007,5,199008
add,199009,5,199010
add,199011,6,199012
add,199013,0,199014
add,199015,5,199016
add,199017,0,199018
add,199019,4,199020
add,199021,0,199022
add,199023,5,199024
add,199025,4,199026
add,199027,0,199028
add,198876,3,165356
add,199029,0,199030
add,199011,3,199031
add,198741,1,164591
add,198839,3,23761
add,198983,6,199032
add,199033,1,198969
add,199034,4,181784
add,17843,1,199035
add,199036,9,199037
add,199038,0,198842
add,37568,3,199039
add,199040,1,198744
add,199041,0,199042
add,199043,5,199044
add,199045,2,199046
add,199047,2,198950
add,11312,2,198881
add,4011,11,181870
add,199048,2,176071
add,163298,4,182091
add,199049,2,199050
add,43742,11,198971
add,198923,3,164411
add,199051,3,199052
add,199053,4,175671
add,199054,4,171168
add,199055,2,199056
add,199057,7,199058
add,198771,1,72033
add,53329,6,175737
add,62940,0,198854
add,199059,6,199060
add,199061,0,199062
add,199063,4,199064
add,199065,3,164794
add,199066,0,199067
add,198807,3,174219
add,199068,2,198961
add,199069,5,198996
add,199013,0,199070
add,198876,2,164755
add,199071,0,198829
add,48547,5,199072
add,198856,9,39309
add,199073,0,198754
add,199074,7,198830
add,199075,0,199076
add,199011,9,199077
add,94366,2,198925
add,199078,0,199079
add,199080,3,163309
add,198775,0,199081
add,199082,0,198941
add,199045,5,133863
add,199083,5,198827
add,199084,3,199085
add,199086,2,198932
add,25887,6,198882
add,199087,0,198868
add,199088,7,199089
add,199090,0,198834
add,199091,3,108517
add,199092,0,198875
add,199093,4,198948
add,198983,7,199094
add,198787,0,199095
add,199096,0,199097
add,29286,5,199098
add,199099,9,198912
add,198979,3,62825
add,199100,0,199101
add,199102,0,198748
add,198929,5,165588
add,199080,5,198758
add,199103,3,198792
add,199104,0,199105
add,199106,7,199107
add,199108,1,199109
add,199110,4,199111
add,30301,5,199072
add,199112,7,199113
add,199114,0,198895
add,199115,0,199042
add,177661,0,198941
add,199116,0,199117
add,198925,0,85870
add,199044,0,193724
add,199118,2,199119
add,198741,3,187465
add,198974,7,199120
add,199121,4,199122
add,199123,7,199113
add,199124,0,199125
add,199126,4,199127
add,199128,1,199129
add,199130,5,195602
add,199130,5,177103
add,199131,4,199132
add,199133,0,199063
add,198775,0,199134
add,199135,11,167829
add,199136,4,199137
add,199138,1,199139
add,199039,11,199140
add,167421,2,198772
add,199141,0,199142
add,199143,0,199144
add,77135,11,181870
add,53329,4,175949
add,199145,4,199146
add,199147,3,198910
add,199091,5,199148
add,199149,0,187102
add,199054,2,199050
add,199150,0,33967
add,199151,11,199098
add,199152,0,199153
add,199154,4,199155
add,199156,0,199157
add,199158,0,199159
add,199160,0,199161
add,199162,2,199163
add,199164,0,62416
add,199165,4,199146
add,199166,0,199167
add,199078,0,199168
add,199169,0,199170
add,199171,0,199028
add,199172,2,199111
add,199173,1,199174
add,199175,2,199176
add,191058,4,199137
add,199177,5,198888
add,199036,5,199178
add,199179,0,199180
add,198809,0,199181
add,199182,3,199183
add,199184,5,199185
add,199186,3,199142
add,198869,6,199187
add,199188,0,198890
add,199189,3,198826
add,178232,12,199190
add,199191,9,199192
add,199193,7,199194
add,874,11,199195
add,185457,1,199096
add,199084,1,199196
add,199197,0,199198
add,69298,0,198754
add,199028,1,178274
add,199199,5,199024
add,199200,2,143511
add,42200,2,198925
add,199201,2,199202
add,199105,6,199203
add,199204,0,199205
add,198900,6,70377
add,199206,4,199207
add,199208,0,199209
add,199210,8,199211
add,199212,3,198946
add,199213,6,199214
add,199215,0,199216
add,199217,4,194764
add,199218,1,199219
add,198929,3,186263
add,199220,0,198834
add,12209,3,199205
add,199221,11,199140
add,199222,1,198870
add,10037,2,198755
add,199223,0,199167
add,199224,3,171908
add,199225,3,174444
add,198811,0,199226
add,199227,0,199125
add,70990,5,198803
add,199080,3,173272
add,195728,0,198957
add,199228,4,171852
add,188879,5,198836
add,53648,4,199229
add,198858,9,199230
add,199231,1,198969
add,199051,3,199232
add,199233,11,198787
add,199036,5,199234
add,199235,6,199236
add,199237,0,199167
add,199124,0,199238
add,62424,5,199098
add,199239,11,199140
add,199200,2,199240
add,198984,0,199241
add,199158,0,112671
add,199128,2,199242
add,198843,2,199243
add,199244,3,198795
add,177782,4,198752
add,199245,0,199246
add,48547,3,199001
add,199247,6,199010
add,199248,4,198857
add,199249,1,199250
add,90573,1,199035
add,199251,6,199252
add,198576,1,199129
add,198895,1,199253
add,199254,0,199228
add,24909,3,198796
add,199089,0,199255
add,199256,0,198890
add,199257,0,199167
add,30301,1,182162
add,25360,3,199258
add,198999,5,199259
add,99763,0,198813
add,37884,8,199260
add,199261,5,198827
add,30646,4,199229
add,199262,0,199263
add,164484,3,199205
add,199264,7,199265
add,198785,0,199266
add,199267,8,199268
add,199269,6,199270
add,199271,0,198786
add,199065,8,199272
add,199273,10,198987
add,199274,2,198950
add,199275,3,170488
add,199276,2,199202
add,4011,3,199258
add,199277,11,199195
add,199278,0,199279
add,199108,1,199280
add,12818,10,198987
add,199281,0,198782
add,199282,1,199283
add,198843,2,199284
add,199136,4,199285
add,199180,9,199286
add,181760,4,198877
add,199287,7,199089
add,199288,5,198904
add,199289,4,198948
add,199290,4,199291
add,198967,1,198966
add,199292,2,198896
add,199054,4,199293
add,199294,2,199295
add,199296,11,198787
add,199297,7,199107
add,199298,0,199108
add,94118,1,199035
