add,26897,19,4589
add,26898,6,8130
add,26899,19,3285
add,26900,32,15679
add,26901,32,15679
add,26902,6,2598
add,26903,32,6866
add,26904,32,6866
add,26905,32,15679
add,26906,32,15679
add,26907,19,4589
add,26908,6,8548
add,26909,6,8181
add,26910,32,6866
add,26911,4,20211
add,26912,3,5881
add,26913,19,5653
add,26914,32,15679
add,26915,19,8130
add,26916,19,16616
add,26917,19,16616
add,26918,6,749
add,26919,32,15679
add,26920,32,6866
add,19570,19,10521
add,26921,32,6866
add,11858,0,26922
add,3951,19,16616
add,26923,6,3138
add,26924,32,15679
add,26925,19,8181
add,23783,0,26926
add,26927,3,3175
add,14611,9,26928
add,25910,32,15679
add,14605,0,26929
add,26930,32,15679
add,10135,0,3818
add,26790,3,5708
add,23554,9,26931
add,7855,32,15679
add,26932,6,4758
add,26933,6,14133
add,3311,25,26934
add,25139,0,1697
add,6243,0,1345
add,25946,3,5232
add,23481,32,15679
add,23474,3,3304
add,9538,32,15679
add,23892,6,3139
add,4585,0,3007
add,20536,3,1112
add,11964,3,1872
add,18405,36,26935
add,25762,1,26936
add,19084,19,16616
add,11186,0,1665
add,558,2,26937
add,21780,21,3139
add,20872,32,15679
add,11751,3,8508
add,26938,3,12232
add,7707,1,26939
add,6306,36,26940
add,10703,19,7538
add,5239,3,26941
add,21232,3,7406
add,19494,3,1058
add,10954,36,26942
add,26943,32,15679
add,21990,3,1345
add,11706,2,26944
add,22638,0,8110
add,26945,6,313
add,18343,32,15679
add,12417,0,19304
add,16068,0,6062
add,3388,19,16616
add,10127,0,7135
add,22747,3,4282
add,26946,19,16616
add,4606,0,26947
add,17238,0,1313
add,26948,6,2017
add,23760,3,597
add,11283,0,26949
add,10266,3,3563
add,7244,0,3526
add,26950,32,15679
add,22022,2,26951
add,4963,3,6147
add,12227,19,3285
add,17826,0,5165
add,19221,3,4537
add,19472,3,14389
add,14596,3,15218
add,3139,25,9526
add,13554,9,26952
add,17884,18,2809
add,23968,3,26953
add,19108,3,1822
add,9101,3,9005
add,26954,36,15308
add,23664,3,6784
add,26955,0,1688
add,17218,0,49
add,7444,3,1020
add,6680,0,26956
add,6806,3,4656
add,4957,0,26957
add,4853,0,3978
add,5151,3,1059
add,18503,2,26958
add,26959,36,6306
add,689,3,3582
add,13191,3,1005
add,5385,0,18283
add,12115,3,26960
add,26940,36,5328
add,9616,3,8061
add,8051,36,9811
add,12084,0,1981
add,7893,3,26961
add,8130,36,26962
add,26942,36,10954
add,25435,0,4561
add,58,19,4387
add,10370,19,16616
add,11589,2,26963
add,3635,36,12175
add,24185,3,26964
add,15167,0,9272
add,25801,3,1161
add,17396,3,6361
add,14564,0,2376
add,19982,3,26965
add,18312,6,3139
add,6912,3,2824
add,9176,0,22241
add,6324,2,26966
add,7472,0,8375
add,26800,3,7341
add,2585,4,26967
add,25732,0,15936
add,13577,0,3894
add,8181,36,3883
add,13316,36,22867
add,26968,36,4597
add,24647,3,5708
add,3539,0,7341
add,22902,0,2117
add,7910,3,3011
add,4742,12,26969
add,14050,0,7460
add,22341,3,1020
add,16137,0,2418
add,8590,0,1525
add,8572,36,634
add,10575,3,5722
add,26970,0,13275
add,25974,19,4589
add,6681,3,712
add,24892,3,7391
add,19347,3,555
add,20828,6,3139
add,4115,3,19146
add,14512,36,24212
add,11189,3,247
add,11840,0,2373
add,6906,0,3088
add,12470,3,4527
add,15799,0,5202
add,5478,0,358
add,8175,3,3412
add,13417,4,187
add,16087,19,6192
add,15847,0,2148
add,4857,0,7103
add,22805,8,72
add,19809,12,26971
add,20914,0,13977
add,563,0,5828
add,14493,3,1252
add,21059,3,2148
add,26972,36,24212
add,17864,36,26973
add,15677,32,15679
add,6603,6,2091
add,24849,3,4656
add,8578,0,26974
add,22255,3,12511
add,6273,3,45
add,15127,0,1180
add,12702,3,13863
add,16453,2,26975
add,11771,12,6792
add,23033,0,5389
add,19320,19,6192
add,7759,0,6579
add,22191,3,712
add,1248,19,7543
add,5542,3,1063
add,18241,0,5377
add,24321,36,26976
add,772,36,26977
add,13822,0,5303
add,4519,0,3611
add,2125,3,5599
